StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason
TKSPY,2019-Oct-30 13:31:39.665000,2019-Oct-30 13:31:39.665000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.190000,1,0,1,0,303.170000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587537,,
TKSPY,2019-Oct-30 13:31:40.551000,2019-Oct-30 13:31:40.551000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.190000,1,0,1,0,303.170000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587538,,
TKSPY,2019-Oct-30 13:31:41.215000,2019-Oct-30 13:31:41.215000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.175000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587539,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:31:42.262000,2019-Oct-30 13:31:42.262000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.175000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587540,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:31:50.213000,2019-Oct-30 13:31:50.213000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.180000,1,0,1,0,303.160000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587541,,
TKSPY,2019-Oct-30 13:31:50.224000,2019-Oct-30 13:31:50.224000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.185000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587542,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:31:50.224000,2019-Oct-30 13:31:50.224000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.185000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587543,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:31:50.231000,2019-Oct-30 13:31:50.231000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.190000,1,0,1,0,303.170000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587544,,
TKSPY,2019-Oct-30 13:32:06.440000,2019-Oct-30 13:32:06.440000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.155000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587545,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:32:06.688000,2019-Oct-30 13:32:06.688000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.170000,1,0,1,0,303.150000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587546,,
TKSPY,2019-Oct-30 13:32:08.923000,2019-Oct-30 13:32:08.923000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.170000,1,0,1,0,303.150000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587547,,
TKSPY,2019-Oct-30 13:32:26.927000,2019-Oct-30 13:32:26.927000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.160000,1,0,1,0,303.140000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587548,,
TKSPY,2019-Oct-30 13:32:33.622000,2019-Oct-30 13:32:33.622000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.160000,1,0,1,0,303.140000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587549,,
TKSPY,2019-Oct-30 13:32:48.656000,2019-Oct-30 13:32:48.656000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.160000,1,0,1,0,303.140000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587550,,
TKSPY,2019-Oct-30 13:33:05.983000,2019-Oct-30 13:33:05.983000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.150000,1,0,1,0,303.130000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587551,,
TKSPY,2019-Oct-30 13:33:05.984000,2019-Oct-30 13:33:05.984000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.150000,1,0,1,0,303.130000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587552,,
TKSPY,2019-Oct-30 13:33:06.252000,2019-Oct-30 13:33:06.252000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.160000,1,0,1,0,303.140000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587553,,
TKSPY,2019-Oct-30 13:33:14.645000,2019-Oct-30 13:33:14.645000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.150000,1,0,1,0,303.130000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587554,,
TKSPY,2019-Oct-30 13:33:22.777000,2019-Oct-30 13:33:22.777000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.145000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587555,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:33:23.533000,2019-Oct-30 13:33:23.533000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.160000,1,0,1,0,303.140000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587556,,
TKSPY,2019-Oct-30 13:33:23.742000,2019-Oct-30 13:33:23.742000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.150000,1,0,1,0,303.130000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587557,,
TKSPY,2019-Oct-30 13:33:37.964000,2019-Oct-30 13:33:37.964000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.165000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587558,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:33:41.934000,2019-Oct-30 13:33:41.934000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.190000,1,0,1,0,303.170000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587559,,
TKSPY,2019-Oct-30 13:33:41.939000,2019-Oct-30 13:33:41.939000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.190000,1,0,1,0,303.170000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587560,,
TKSPY,2019-Oct-30 13:33:41.941000,2019-Oct-30 13:33:41.941000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.190000,1,0,1,0,303.170000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587561,,
TKSPY,2019-Oct-30 13:33:57.452000,2019-Oct-30 13:33:57.452000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.150000,1,0,1,0,303.130000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587562,,
TKSPY,2019-Oct-30 13:33:59.163000,2019-Oct-30 13:33:59.163000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.155000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587563,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:34:00.576000,2019-Oct-30 13:34:00.576000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.140000,1,0,1,0,303.120000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587564,,
TKSPY,2019-Oct-30 13:34:02.711000,2019-Oct-30 13:34:02.711000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.120000,1,0,1,0,303.100000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587565,,
TKSPY,2019-Oct-30 13:34:05.245000,2019-Oct-30 13:34:05.245000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.130000,1,0,1,0,303.110000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587566,,
TKSPY,2019-Oct-30 13:34:09.464000,2019-Oct-30 13:34:09.464000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.090000,1,0,1,0,303.070000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587567,,
TKSPY,2019-Oct-30 13:34:10.584000,2019-Oct-30 13:34:10.584000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.085000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587568,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:34:21.487000,2019-Oct-30 13:34:21.487000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.070000,1,0,1,0,303.050000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587569,,
TKSPY,2019-Oct-30 13:34:28.182000,2019-Oct-30 13:34:28.182000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.060000,1,0,1,0,303.040000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587570,,
TKSPY,2019-Oct-30 13:34:28.553000,2019-Oct-30 13:34:28.553000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.070000,1,0,1,0,303.050000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587571,,
TKSPY,2019-Oct-30 13:34:44.119000,2019-Oct-30 13:34:44.119000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.020000,1,0,1,0,303.000000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587572,,
TKSPY,2019-Oct-30 13:34:45.418000,2019-Oct-30 13:34:45.418000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.980000,1,0,1,0,302.960000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587573,,
TKSPY,2019-Oct-30 13:34:45.418000,2019-Oct-30 13:34:45.418000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.980000,1,0,1,0,302.960000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587574,,
TKSPY,2019-Oct-30 13:34:46.636000,2019-Oct-30 13:34:46.636000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.010000,1,0,1,0,302.990000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587575,,
TKSPY,2019-Oct-30 13:34:50.552000,2019-Oct-30 13:34:50.552000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.000000,1,0,1,0,302.980000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587576,,
TKSPY,2019-Oct-30 13:34:51.376000,2019-Oct-30 13:34:51.376000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.000000,1,0,1,0,302.980000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587577,,
TKSPY,2019-Oct-30 13:35:02.624000,2019-Oct-30 13:35:02.624000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.930000,1,0,1,0,302.910000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587578,,
TKSPY,2019-Oct-30 13:35:05.981000,2019-Oct-30 13:35:05.981000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.930000,1,0,1,0,302.910000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587579,,
TKSPY,2019-Oct-30 13:35:05.981000,2019-Oct-30 13:35:05.981000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.930000,1,0,1,0,302.910000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587580,,
TKSPY,2019-Oct-30 13:35:05.981000,2019-Oct-30 13:35:05.981000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.920000,1,0,1,0,302.900000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587581,,
TKSPY,2019-Oct-30 13:35:16.890000,2019-Oct-30 13:35:16.890000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.900000,1,0,1,0,302.880000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587582,,
TKSPY,2019-Oct-30 13:35:16.892000,2019-Oct-30 13:35:16.892000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.900000,1,0,1,0,302.880000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587583,,
TKSPY,2019-Oct-30 13:35:17.475000,2019-Oct-30 13:35:17.475000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.905000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587584,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:35:17.859000,2019-Oct-30 13:35:17.859000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.920000,1,0,1,0,302.900000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587585,,
TKSPY,2019-Oct-30 13:35:24.811000,2019-Oct-30 13:35:24.811000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.930000,1,0,1,0,302.910000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587586,,
TKSPY,2019-Oct-30 13:35:34.710000,2019-Oct-30 13:35:34.710000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.950000,1,0,1,0,302.930000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587587,,
TKSPY,2019-Oct-30 13:35:47.687000,2019-Oct-30 13:35:47.687000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.005000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587588,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:35:47.693000,2019-Oct-30 13:35:47.693000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.005000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587589,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:35:49.908000,2019-Oct-30 13:35:49.908000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,303.005000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587590,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:35:54.539000,2019-Oct-30 13:35:54.539000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.020000,1,0,1,0,303.000000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587591,,
TKSPY,2019-Oct-30 13:35:54.540000,2019-Oct-30 13:35:54.540000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.030000,1,0,1,0,303.010000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587592,,
TKSPY,2019-Oct-30 13:35:54.642000,2019-Oct-30 13:35:54.642000,FILLED,FILL,SPY,BUY,LIMIT,DAY,303.020000,1,0,1,0,303.000000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587593,,
TKSPY,2019-Oct-30 13:36:08.192000,2019-Oct-30 13:36:08.192000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587594,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:08.229000,2019-Oct-30 13:36:08.229000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587595,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:10.111000,2019-Oct-30 13:36:10.111000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.960000,1,0,1,0,302.940000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587596,,
TKSPY,2019-Oct-30 13:36:12.877000,2019-Oct-30 13:36:12.877000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.960000,1,0,1,0,302.940000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587597,,
TKSPY,2019-Oct-30 13:36:22.398000,2019-Oct-30 13:36:22.398000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587598,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:27.141000,2019-Oct-30 13:36:27.141000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.940000,1,0,1,0,302.920000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587599,,
TKSPY,2019-Oct-30 13:36:28.971000,2019-Oct-30 13:36:28.971000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.915000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587600,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:30.833000,2019-Oct-30 13:36:30.833000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.905000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587601,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:30.934000,2019-Oct-30 13:36:30.934000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.900000,1,0,1,0,302.880000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587602,,
TKSPY,2019-Oct-30 13:36:32.667000,2019-Oct-30 13:36:32.667000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.915000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587603,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:37.147000,2019-Oct-30 13:36:37.147000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.945000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587604,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:39.721000,2019-Oct-30 13:36:39.721000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.945000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587605,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:40.229000,2019-Oct-30 13:36:40.229000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587606,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:40.229000,2019-Oct-30 13:36:40.229000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587607,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:42.251000,2019-Oct-30 13:36:42.251000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587608,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:43.479000,2019-Oct-30 13:36:43.479000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587609,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:43.804000,2019-Oct-30 13:36:43.804000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587610,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:44.493000,2019-Oct-30 13:36:44.493000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.975000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587611,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:45.459000,2019-Oct-30 13:36:45.459000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.975000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587612,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:45.459000,2019-Oct-30 13:36:45.459000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.975000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587613,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:46.416000,2019-Oct-30 13:36:46.416000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.985000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587614,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:46.416000,2019-Oct-30 13:36:46.416000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.985000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587615,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:47.319000,2019-Oct-30 13:36:47.319000,FILLED,FILL,SPY,BUY,LIMIT,DAY,302.980000,1,0,1,0,302.960000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587616,,
TKSPY,2019-Oct-30 13:36:48.868000,2019-Oct-30 13:36:48.868000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.965000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587617,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:36:58.520000,2019-Oct-30 13:36:58.520000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.955000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587618,,limit price is not an increment of minimum tick size
TKSPY,2019-Oct-30 13:37:08.359000,2019-Oct-30 13:37:08.359000,REJECTED,REJECT,SPY,BUY,LIMIT,DAY,302.915000,1,0,0,1,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,363440132587619,,limit price is not an increment of minimum tick size
