Name,Time,Cumulative PnL
TKSPY,2019-Oct-31 16:13:40.217000,314.355600
TKSPY,2019-Oct-31 16:14:40.975000,255.367200
TKSPY,2019-Oct-31 16:15:41.356000,97.585200
TKSPY,2019-Oct-31 16:16:58.721000,236.698400
TKSPY,2019-Oct-31 16:18:03.398000,176.895200
TKSPY,2019-Oct-31 16:19:16.133000,257.088000
TKSPY,2019-Oct-31 16:20:31.180000,257.013600
TKSPY,2019-Oct-31 16:21:35.808000,257.011200
TKSPY,2019-Oct-31 16:22:53.209000,287.378800
TKSPY,2019-Oct-31 16:24:00.438000,358.322800
TKSPY,2019-Oct-31 16:25:39.204000,480.332800
TKSPY,2019-Oct-31 16:26:45.330000,469.989400
TKSPY,2019-Oct-31 16:27:57.619000,624.897600
TKSPY,2019-Oct-31 16:29:12.165000,541.731600
TKSPY,2019-Oct-31 16:30:18.792000,593.830600
TKSPY,2019-Oct-31 16:31:51.423000,646.270000
TKSPY,2019-Oct-31 16:33:17.539000,677.712800
TKSPY,2019-Oct-31 16:35:35.275000,667.650000
TKSPY,2019-Oct-31 16:36:37.341000,678.673000
TKSPY,2019-Oct-31 16:38:01.281000,625.239600
TKSPY,2019-Oct-31 16:39:04.937000,539.468800
TKSPY,2019-Oct-31 16:40:15.626000,560.875600
TKSPY,2019-Oct-31 16:41:57.899000,582.503200
TKSPY,2019-Oct-31 16:43:21.235000,757.732800
TKSPY,2019-Oct-31 16:44:36.758000,603.332000
TKSPY,2019-Oct-31 16:45:49.506000,625.474800
TKSPY,2019-Oct-31 16:47:39.876000,581.156400
TKSPY,2019-Oct-31 16:48:52.920000,447.439200
TKSPY,2019-Oct-31 16:50:43.293000,402.678400
TKSPY,2019-Oct-31 16:52:10.275000,492.413600
TKSPY,2019-Oct-31 16:53:42.928000,402.487600
TKSPY,2019-Oct-31 16:54:53.863000,289.865200
TKSPY,2019-Oct-31 16:56:10.520000,335.095600
TKSPY,2019-Oct-31 16:57:22.915000,289.879600
TKSPY,2019-Oct-31 16:58:32.621000,267.186000
TKSPY,2019-Oct-31 16:59:43.512000,176.258800
TKSPY,2019-Oct-31 17:00:48.887000,176.255200
TKSPY,2019-Oct-31 17:02:05.433000,130.685600
TKSPY,2019-Oct-31 17:03:24.543000,371.359000
TKSPY,2019-Oct-31 17:04:43.916000,452.166400
TKSPY,2019-Oct-31 17:05:58.779000,382.300400
TKSPY,2019-Oct-31 17:07:39.152000,359.042000
TKSPY,2019-Oct-31 17:09:17.488000,452.521200
TKSPY,2019-Oct-31 17:10:38.354000,487.783800
TKSPY,2019-Oct-31 17:12:10.415000,335.025200
TKSPY,2019-Oct-31 17:13:34.347000,264.316800
TKSPY,2019-Oct-31 17:14:45.495000,382.457200
TKSPY,2019-Oct-31 17:15:58.589000,382.423600
TKSPY,2019-Oct-31 17:17:02.416000,370.440200
TKSPY,2019-Oct-31 17:19:13.537000,239.520400
TKSPY,2019-Oct-31 17:20:19.472000,120.324400
TKSPY,2019-Oct-31 17:21:36.109000,263.878800
TKSPY,2019-Oct-31 17:22:40.328000,167.739200
TKSPY,2019-Oct-31 17:23:46.773000,203.967000
TKSPY,2019-Oct-31 17:25:00.341000,264.502400
TKSPY,2019-Oct-31 17:26:03.880000,252.381200
TKSPY,2019-Oct-31 17:27:10.222000,264.486400
TKSPY,2019-Oct-31 17:28:16.677000,215.958000
TKSPY,2019-Oct-31 17:29:32.446000,264.786000
TKSPY,2019-Oct-31 17:30:36.570000,142.496400
TKSPY,2019-Oct-31 17:31:53.996000,203.808000
TKSPY,2019-Oct-31 17:33:16.675000,130.008000
TKSPY,2019-Oct-31 17:34:42.729000,68.552000
TKSPY,2019-Oct-31 17:35:53.273000,167.113600
TKSPY,2019-Oct-31 17:37:18.514000,-18.379800
TKSPY,2019-Oct-31 17:38:37.116000,68.424400
TKSPY,2019-Oct-31 17:39:59.121000,93.446400
TKSPY,2019-Oct-31 17:41:00.155000,18.199200
TKSPY,2019-Oct-31 17:42:05.821000,68.690000
TKSPY,2019-Oct-31 17:43:06.692000,17.859600
TKSPY,2019-Oct-31 17:44:31.504000,68.960400
TKSPY,2019-Oct-31 17:45:57.612000,-84.952800
TKSPY,2019-Oct-31 17:47:15.537000,-200.808400
TKSPY,2019-Oct-31 17:48:38.883000,-221.371200
TKSPY,2019-Oct-31 17:49:41.662000,-301.015600
TKSPY,2019-Oct-31 17:50:44.759000,-487.820000
TKSPY,2019-Oct-31 17:51:52.895000,-380.801600
TKSPY,2019-Oct-31 17:52:54.254000,-299.679200
TKSPY,2019-Oct-31 17:54:07.239000,-272.466000
TKSPY,2019-Oct-31 17:55:11.577000,-190.454000
TKSPY,2019-Oct-31 17:56:21.138000,-382.665600
TKSPY,2019-Oct-31 17:57:29.177000,-452.047400
TKSPY,2019-Oct-31 17:58:39.884000,-326.550400
TKSPY,2019-Oct-31 17:59:48.675000,-522.664400
TKSPY,2019-Oct-31 18:00:50.627000,-1660.676400
TKSPY,2019-Oct-31 18:02:02.205000,184.833600
TKSPY,2019-Oct-31 18:03:15.492000,-683.592200
TKSPY,2019-Oct-31 18:04:29.726000,-667.710800
TKSPY,2019-Oct-31 18:05:39.687000,-356.924000
TKSPY,2019-Oct-31 18:06:43.662000,-606.198400
TKSPY,2019-Oct-31 18:07:49.264000,-825.309200
TKSPY,2019-Oct-31 18:09:00.435000,-542.288400
TKSPY,2019-Oct-31 18:10:15.101000,-225.118400
TKSPY,2019-Oct-31 18:11:25.792000,444.047600
TKSPY,2019-Oct-31 18:12:37.662000,315.623600
TKSPY,2019-Oct-31 18:13:54.752000,331.722600
TKSPY,2019-Oct-31 18:15:10.204000,655.692400
TKSPY,2019-Oct-31 18:16:23.779000,1224.329200
TKSPY,2019-Oct-31 18:17:38.312000,1866.018600
TKSPY,2019-Oct-31 18:18:43.902000,1403.999000
TKSPY,2019-Oct-31 18:19:45.751000,1090.028400
TKSPY,2019-Oct-31 18:21:10.439000,1222.620400
TKSPY,2019-Oct-31 18:22:33.606000,1422.933200
TKSPY,2019-Oct-31 18:23:47.756000,1021.114000
TKSPY,2019-Oct-31 18:25:01.578000,853.144400
TKSPY,2019-Oct-31 18:26:25.609000,853.160400
TKSPY,2019-Oct-31 18:27:30.142000,632.857200
TKSPY,2019-Oct-31 18:29:10.432000,904.586200
TKSPY,2019-Oct-31 18:30:22.150000,819.541600
TKSPY,2019-Oct-31 18:31:25.801000,83.097800
TKSPY,2019-Oct-31 18:32:28.870000,411.306800
TKSPY,2019-Oct-31 18:33:42.525000,99.676000
TKSPY,2019-Oct-31 18:34:48.950000,-496.531200
TKSPY,2019-Oct-31 18:36:00.884000,38.789600
TKSPY,2019-Oct-31 18:37:21.342000,-177.149200
TKSPY,2019-Oct-31 18:38:40.275000,385.214400
TKSPY,2019-Oct-31 18:39:50.246000,-1094.352400
TKSPY,2019-Oct-31 18:41:00.721000,-485.720000
TKSPY,2019-Oct-31 18:42:02.930000,-18.421200
TKSPY,2019-Oct-31 18:43:17.678000,-261.507800
TKSPY,2019-Oct-31 18:44:28.332000,932.259200
TKSPY,2019-Oct-31 18:45:36.873000,856.198400
TKSPY,2019-Oct-31 18:46:53.898000,1199.709200
TKSPY,2019-Oct-31 18:47:54.269000,1200.582800
TKSPY,2019-Oct-31 18:49:04.324000,1065.594200
TKSPY,2019-Oct-31 18:50:04.439000,1432.434800
TKSPY,2019-Oct-31 18:51:17.726000,2478.403200
TKSPY,2019-Oct-31 18:52:23.428000,3393.324200
TKSPY,2019-Oct-31 18:53:37.982000,2884.300200
TKSPY,2019-Oct-31 18:54:52.889000,2824.260000
TKSPY,2019-Oct-31 18:55:58.278000,3675.347000
TKSPY,2019-Oct-31 18:57:12.823000,3337.564800
TKSPY,2019-Oct-31 18:58:16.603000,3457.397600
TKSPY,2019-Oct-31 18:59:30.102000,3137.029600
TKSPY,2019-Oct-31 19:00:55.565000,3578.687200
TKSPY,2019-Oct-31 19:02:08.716000,3498.139600
TKSPY,2019-Oct-31 19:03:13.778000,3579.464800
TKSPY,2019-Oct-31 19:04:18.319000,3862.788400
TKSPY,2019-Oct-31 19:05:32.603000,3883.156600
TKSPY,2019-Oct-31 19:06:35.613000,4027.059600
TKSPY,2019-Oct-31 19:07:53.247000,4275.313200
TKSPY,2019-Oct-31 19:09:08.140000,3734.650800
TKSPY,2019-Oct-31 19:10:22.529000,4193.541600
TKSPY,2019-Oct-31 19:11:39.815000,4361.676400
TKSPY,2019-Oct-31 19:12:47.539000,4277.525600
TKSPY,2019-Oct-31 19:14:11.739000,3982.421200
TKSPY,2019-Oct-31 19:15:47.536000,4109.192800
TKSPY,2019-Oct-31 19:17:01.256000,4257.526800
TKSPY,2019-Oct-31 19:18:17.619000,4702.512400
TKSPY,2019-Oct-31 19:19:31.268000,4235.084400
TKSPY,2019-Oct-31 19:20:48.936000,4554.934600
TKSPY,2019-Oct-31 19:22:09.482000,4789.824000
TKSPY,2019-Oct-31 19:23:17.400000,5068.266800
TKSPY,2019-Oct-31 19:24:25.966000,6248.534400
TKSPY,2019-Oct-31 19:25:32.941000,6009.662400
TKSPY,2019-Oct-31 19:26:46.282000,5313.150800
TKSPY,2019-Oct-31 19:28:00.187000,5509.980000
TKSPY,2019-Oct-31 19:29:10.935000,5312.800600
TKSPY,2019-Oct-31 19:30:11.654000,5422.263600
TKSPY,2019-Oct-31 19:31:22.253000,5377.503600
TKSPY,2019-Oct-31 19:32:29.564000,5245.284800
TKSPY,2019-Oct-31 19:33:33.763000,5178.580400
TKSPY,2019-Oct-31 19:34:51.102000,4642.818800
TKSPY,2019-Oct-31 19:35:54.470000,4664.928000
TKSPY,2019-Oct-31 19:37:16.627000,4574.856000
TKSPY,2019-Oct-31 19:38:28.654000,4687.282800
TKSPY,2019-Oct-31 19:39:40.317000,4484.514800
TKSPY,2019-Oct-31 19:40:43.747000,4802.337200
TKSPY,2019-Oct-31 19:41:53.814000,4847.994400
TKSPY,2019-Oct-31 19:43:01.913000,4756.464000
TKSPY,2019-Oct-31 19:44:09.532000,4504.522000
TKSPY,2019-Oct-31 19:45:19.196000,4389.123200
TKSPY,2019-Oct-31 19:46:26.657000,4504.763000
TKSPY,2019-Oct-31 19:47:37.925000,4133.023800
TKSPY,2019-Oct-31 19:48:37.956000,4179.662800
TKSPY,2019-Oct-31 19:49:45.532000,4318.645000
TKSPY,2019-Oct-31 19:50:48.836000,4977.416800
TKSPY,2019-Oct-31 19:51:58.372000,5309.560400
TKSPY,2019-Oct-31 19:53:04.804000,4713.138000
TKSPY,2019-Oct-31 19:54:15.269000,5505.864400
TKSPY,2019-Oct-31 19:55:21.733000,5139.422800
TKSPY,2019-Oct-31 19:56:27.590000,5386.027600
TKSPY,2019-Oct-31 19:57:33.183000,4693.345600
TKSPY,2019-Oct-31 19:58:37.149000,4492.335600
TKSPY,2019-Oct-31 19:59:41.940000,4953.262400
TKSPY,2019-Oct-31 20:01:28.620000,5676.555200
TKSPY,2019-Oct-31 20:04:50.441000,5676.555200
TKSPY,2019-Oct-31 20:11:12.169000,5676.555200
TKSPY,2019-Oct-31 20:13:04.228000,5676.555200
TKSPY,2019-Oct-31 20:14:30.197000,5676.555200
TKSPY,2019-Oct-31 20:16:02.190000,5676.555200
TKSPY,2019-Oct-31 20:31:08.515000,5676.555200
TKSPY,2019-Oct-31 20:38:42.678000,5676.555200
TKSPY,2019-Oct-31 20:46:09.191000,5676.555200
TKSPY,2019-Oct-31 20:49:28.368000,5676.555200
TKSPY,2019-Oct-31 20:50:49.296000,5676.555200
TKSPY,2019-Oct-31 20:51:52.948000,5676.555200
TKSPY,2019-Oct-31 20:54:10.506000,5676.555200

TKSPY,2019-Oct-32 13:30:20.102000,-0.096000
TKSPY,2019-Oct-32 13:31:34.746000,-1.618000
TKSPY,2019-Oct-32 13:32:48.656000,-2.057600
TKSPY,2019-Oct-32 13:33:57.452000,-1.129600
TKSPY,2019-Oct-32 13:35:02.624000,-8.236400
TKSPY,2019-Oct-32 13:36:08.192000,-6.450800
TKSPY,2019-Oct-32 13:37:15.922000,-13.138000
TKSPY,2019-Oct-32 13:38:25.858000,-20.255200
TKSPY,2019-Oct-32 13:39:40.830000,-23.619600
TKSPY,2019-Oct-32 13:40:54.322000,-31.203200
TKSPY,2019-Oct-32 13:42:02.113000,-28.357200
TKSPY,2019-Oct-32 13:43:02.647000,-10.859000
TKSPY,2019-Oct-32 13:44:11.747000,16.449600
TKSPY,2019-Oct-32 13:45:39.640000,-14.610000
TKSPY,2019-Oct-32 13:46:45.311000,-6.740800
TKSPY,2019-Oct-32 13:48:00.814000,0.324800
TKSPY,2019-Oct-32 13:49:02.560000,15.066800
TKSPY,2019-Oct-32 13:50:04.243000,23.163600
TKSPY,2019-Oct-32 13:51:20.896000,-4.696000
TKSPY,2019-Oct-32 13:52:39.379000,12.367200
TKSPY,2019-Oct-32 13:54:08.313000,9.327600
TKSPY,2019-Oct-32 13:55:09.642000,6.309200
TKSPY,2019-Oct-32 13:56:27.280000,-9.226800
TKSPY,2019-Oct-32 13:57:34.816000,-15.631600
TKSPY,2019-Oct-32 13:58:39.627000,8.416400
TKSPY,2019-Oct-32 13:59:49.748000,-1.569400
TKSPY,2019-Oct-32 14:00:52.299000,-30.522800
TKSPY,2019-Oct-32 14:02:02.439000,-29.012400
TKSPY,2019-Oct-32 14:03:29.285000,-32.769200
TKSPY,2019-Oct-32 14:04:31.786000,23.829600
TKSPY,2019-Oct-32 14:05:36.979000,62.117200
TKSPY,2019-Oct-32 14:06:44.708000,6.393200
TKSPY,2019-Oct-32 14:07:52.859000,71.511200
TKSPY,2019-Oct-32 14:09:04.971000,93.472800
TKSPY,2019-Oct-32 14:10:19.226000,156.902400
TKSPY,2019-Oct-32 14:11:28.217000,149.405200
TKSPY,2019-Oct-32 14:12:32.342000,149.558000
TKSPY,2019-Oct-32 14:13:39.431000,141.704600
TKSPY,2019-Oct-32 14:14:53.910000,122.616400
TKSPY,2019-Oct-32 14:16:03.920000,71.094400
TKSPY,2019-Oct-32 14:17:10.579000,51.201200
TKSPY,2019-Oct-32 14:18:22.852000,119.293200
TKSPY,2019-Oct-32 14:19:37.162000,155.862400
TKSPY,2019-Oct-32 14:20:38.407000,184.756800
TKSPY,2019-Oct-32 14:21:38.680000,155.494800
TKSPY,2019-Oct-32 14:23:12.880000,117.187600
TKSPY,2019-Oct-32 14:24:27.366000,86.776800
TKSPY,2019-Oct-32 14:25:35.868000,69.400800
TKSPY,2019-Oct-32 14:27:10.602000,96.731600
TKSPY,2019-Oct-32 14:28:17.597000,248.714200
TKSPY,2019-Oct-32 14:29:21.459000,181.509400
TKSPY,2019-Oct-32 14:30:30.217000,99.376000
TKSPY,2019-Oct-32 14:31:30.465000,11.744000
TKSPY,2019-Oct-32 14:32:36.295000,1.866800
TKSPY,2019-Oct-32 14:33:53.498000,-27.648800
TKSPY,2019-Oct-32 14:34:59.367000,-22.978200
TKSPY,2019-Oct-32 14:35:59.935000,164.831200
TKSPY,2019-Oct-32 14:37:07.242000,206.184400
TKSPY,2019-Oct-32 14:38:19.622000,86.282400
TKSPY,2019-Oct-32 14:39:33.706000,96.565200
TKSPY,2019-Oct-32 14:40:42.540000,186.319200
TKSPY,2019-Oct-32 14:41:55.963000,154.368400
TKSPY,2019-Oct-32 14:43:02.989000,191.971200
TKSPY,2019-Oct-32 14:44:18.269000,164.879200
TKSPY,2019-Oct-32 14:45:34.316000,159.763400
TKSPY,2019-Oct-32 14:46:41.344000,214.381000
TKSPY,2019-Oct-32 14:47:55.428000,302.462600
TKSPY,2019-Oct-32 14:49:05.531000,302.786800
TKSPY,2019-Oct-32 14:50:11.491000,205.960800
TKSPY,2019-Oct-32 14:51:15.901000,251.706000
TKSPY,2019-Oct-32 14:52:28.335000,280.270000
TKSPY,2019-Oct-32 14:53:49.977000,309.062800
TKSPY,2019-Oct-32 14:55:11.617000,297.395600
TKSPY,2019-Oct-32 14:56:19.994000,390.583600
TKSPY,2019-Oct-32 14:57:24.669000,349.652600
TKSPY,2019-Oct-32 14:59:00.126000,337.838200
TKSPY,2019-Oct-32 15:00:34.730000,337.851000
TKSPY,2019-Oct-32 15:01:48.900000,295.811600
TKSPY,2019-Oct-32 15:02:56.671000,265.600400
TKSPY,2019-Oct-32 15:03:56.821000,248.036400
TKSPY,2019-Oct-32 15:04:58.282000,291.055400
TKSPY,2019-Oct-32 15:06:29.213000,260.150800
TKSPY,2019-Oct-32 15:07:34.965000,185.121600
TKSPY,2019-Oct-32 15:09:05.294000,285.925600
TKSPY,2019-Oct-32 15:10:05.766000,209.607600
TKSPY,2019-Oct-32 15:11:13.914000,235.190400
TKSPY,2019-Oct-32 15:12:18.285000,350.997200
TKSPY,2019-Oct-32 15:13:19.290000,350.928800
TKSPY,2019-Oct-32 15:14:23.656000,253.306600
TKSPY,2019-Oct-32 15:15:35.654000,169.084000
TKSPY,2019-Oct-32 15:16:39.101000,169.024400
TKSPY,2019-Oct-32 15:17:45.434000,155.940000
TKSPY,2019-Oct-32 15:18:49.811000,73.906000
TKSPY,2019-Oct-32 15:20:04.914000,32.690800
TKSPY,2019-Oct-32 15:21:18.128000,-107.809200
TKSPY,2019-Oct-32 15:22:23.160000,-136.181200
TKSPY,2019-Oct-32 15:23:24.891000,-79.084400
TKSPY,2019-Oct-32 15:24:42.246000,-57.506600
TKSPY,2019-Oct-32 15:25:54.417000,-172.851000
TKSPY,2019-Oct-32 15:27:15.656000,-41.533000
TKSPY,2019-Oct-32 15:28:22.708000,-92.832400
TKSPY,2019-Oct-32 15:29:54.195000,-33.679600
TKSPY,2019-Oct-32 15:31:28.381000,-3.905200
TKSPY,2019-Oct-32 15:32:39.503000,-3.807200
TKSPY,2019-Oct-32 15:34:00.447000,-49.270400
TKSPY,2019-Oct-32 15:35:23.855000,-18.877600
TKSPY,2019-Oct-32 15:36:34.875000,72.525200
TKSPY,2019-Oct-32 15:38:01.640000,111.109600
TKSPY,2019-Oct-32 15:39:10.636000,41.442800
TKSPY,2019-Oct-32 15:40:21.100000,-44.195800
TKSPY,2019-Oct-32 15:41:33.438000,-51.483600
TKSPY,2019-Oct-32 15:42:50.993000,-162.280400
TKSPY,2019-Oct-32 15:44:15.704000,-305.968800
TKSPY,2019-Oct-32 15:45:38.375000,-354.217200
TKSPY,2019-Oct-32 15:46:52.105000,-337.510000
TKSPY,2019-Oct-32 15:48:04.341000,-279.681000
TKSPY,2019-Oct-32 15:49:08.452000,-254.981600
TKSPY,2019-Oct-32 15:50:20.251000,-4.517200
TKSPY,2019-Oct-32 15:51:20.411000,-38.176800
TKSPY,2019-Oct-32 15:52:23.500000,-71.804800
TKSPY,2019-Oct-32 15:53:36.522000,-131.655400
TKSPY,2019-Oct-32 15:54:41.128000,-88.597200
TKSPY,2019-Oct-32 15:55:52.475000,-1.963600
TKSPY,2019-Oct-32 15:57:03.434000,15.560400
TKSPY,2019-Oct-32 15:58:16.211000,-54.646800
TKSPY,2019-Oct-32 15:59:28.230000,15.937200
TKSPY,2019-Oct-32 16:00:47.434000,-10.542200
TKSPY,2019-Oct-32 16:02:11.742000,105.183600
TKSPY,2019-Oct-32 16:03:18.227000,-20.820800
TKSPY,2019-Oct-32 16:04:19.682000,105.913200
TKSPY,2019-Oct-32 16:05:30.358000,181.158000
TKSPY,2019-Oct-32 16:06:52.176000,218.473600
TKSPY,2019-Oct-32 16:08:11.178000,219.255600
TKSPY,2019-Oct-32 16:09:21.244000,238.027200
TKSPY,2019-Oct-32 16:10:22.754000,314.108800
TKSPY,2019-Oct-32 16:11:31.953000,285.405000
TKSPY,2019-Oct-32 16:12:36.633000,304.892400
TKSPY,2019-Oct-32 16:13:40.217000,314.355600
TKSPY,2019-Oct-32 16:14:40.975000,255.367200
TKSPY,2019-Oct-32 16:15:41.356000,97.585200
TKSPY,2019-Oct-32 16:16:58.721000,236.698400
TKSPY,2019-Oct-32 16:18:03.398000,176.895200
TKSPY,2019-Oct-32 16:19:16.133000,257.088000
TKSPY,2019-Oct-32 16:20:31.180000,257.013600
TKSPY,2019-Oct-32 16:21:35.808000,257.011200
TKSPY,2019-Oct-32 16:22:53.209000,287.378800
TKSPY,2019-Oct-32 16:24:00.438000,358.322800
TKSPY,2019-Oct-32 16:25:39.204000,480.332800
TKSPY,2019-Oct-32 16:26:45.330000,469.989400
TKSPY,2019-Oct-32 16:27:57.619000,624.897600
TKSPY,2019-Oct-32 16:29:12.165000,541.731600
TKSPY,2019-Oct-32 16:30:18.792000,593.830600
TKSPY,2019-Oct-32 16:31:51.423000,646.270000
TKSPY,2019-Oct-32 16:33:17.539000,677.712800
TKSPY,2019-Oct-32 16:35:35.275000,667.650000
TKSPY,2019-Oct-32 16:36:37.341000,678.673000
TKSPY,2019-Oct-32 16:38:01.281000,625.239600
TKSPY,2019-Oct-32 16:39:04.937000,539.468800
TKSPY,2019-Oct-32 16:40:15.626000,560.875600
TKSPY,2019-Oct-32 16:41:57.899000,582.503200
TKSPY,2019-Oct-32 16:43:21.235000,757.732800
TKSPY,2019-Oct-32 16:44:36.758000,603.332000
TKSPY,2019-Oct-32 16:45:49.506000,625.474800
TKSPY,2019-Oct-32 16:47:39.876000,581.156400
TKSPY,2019-Oct-32 16:48:52.920000,447.439200
TKSPY,2019-Oct-32 16:50:43.293000,402.678400
TKSPY,2019-Oct-32 16:52:10.275000,492.413600
TKSPY,2019-Oct-32 16:53:42.928000,402.487600
TKSPY,2019-Oct-32 16:54:53.863000,289.865200
TKSPY,2019-Oct-32 16:56:10.520000,335.095600
TKSPY,2019-Oct-32 16:57:22.915000,289.879600
TKSPY,2019-Oct-32 16:58:32.621000,267.186000
TKSPY,2019-Oct-32 16:59:43.512000,176.258800
TKSPY,2019-Oct-32 17:00:48.887000,176.255200
TKSPY,2019-Oct-32 17:02:05.433000,130.685600
TKSPY,2019-Oct-32 17:03:24.543000,371.359000
TKSPY,2019-Oct-32 17:04:43.916000,452.166400
TKSPY,2019-Oct-32 17:05:58.779000,382.300400
TKSPY,2019-Oct-32 17:07:39.152000,359.042000
TKSPY,2019-Oct-32 17:09:17.488000,452.521200
TKSPY,2019-Oct-32 17:10:38.354000,487.783800
TKSPY,2019-Oct-32 17:12:10.415000,335.025200
TKSPY,2019-Oct-32 17:13:34.347000,264.316800
TKSPY,2019-Oct-32 17:14:45.495000,382.457200
TKSPY,2019-Oct-32 17:15:58.589000,382.423600
TKSPY,2019-Oct-32 17:17:02.416000,370.440200
TKSPY,2019-Oct-32 17:19:13.537000,239.520400
TKSPY,2019-Oct-32 17:20:19.472000,120.324400
TKSPY,2019-Oct-32 17:21:36.109000,263.878800
TKSPY,2019-Oct-32 17:22:40.328000,167.739200
TKSPY,2019-Oct-32 17:23:46.773000,203.967000
TKSPY,2019-Oct-32 17:25:00.341000,264.502400
TKSPY,2019-Oct-32 17:26:03.880000,252.381200
TKSPY,2019-Oct-32 17:27:10.222000,264.486400
TKSPY,2019-Oct-32 17:28:16.677000,215.958000
TKSPY,2019-Oct-32 17:29:32.446000,264.786000
TKSPY,2019-Oct-32 17:30:36.570000,142.496400
TKSPY,2019-Oct-32 17:31:53.996000,203.808000
TKSPY,2019-Oct-32 17:33:16.675000,130.008000
TKSPY,2019-Oct-32 17:34:42.729000,68.552000
TKSPY,2019-Oct-32 17:35:53.273000,167.113600
TKSPY,2019-Oct-32 17:37:18.514000,-18.379800
TKSPY,2019-Oct-32 17:38:37.116000,68.424400
TKSPY,2019-Oct-32 17:39:59.121000,93.446400
TKSPY,2019-Oct-32 17:41:00.155000,18.199200
TKSPY,2019-Oct-32 17:42:05.821000,68.690000
TKSPY,2019-Oct-32 17:43:06.692000,17.859600
TKSPY,2019-Oct-32 17:44:31.504000,68.960400
TKSPY,2019-Oct-32 17:45:57.612000,-84.952800
TKSPY,2019-Oct-32 17:47:15.537000,-200.808400
TKSPY,2019-Oct-32 17:48:38.883000,-221.371200
TKSPY,2019-Oct-32 17:49:41.662000,-301.015600
TKSPY,2019-Oct-32 17:50:44.759000,-487.820000
TKSPY,2019-Oct-32 17:51:52.895000,-380.801600
TKSPY,2019-Oct-32 17:52:54.254000,-299.679200
TKSPY,2019-Oct-32 17:54:07.239000,-272.466000
TKSPY,2019-Oct-32 17:55:11.577000,-190.454000
TKSPY,2019-Oct-32 17:56:21.138000,-382.665600
TKSPY,2019-Oct-32 17:57:29.177000,-452.047400
TKSPY,2019-Oct-32 17:58:39.884000,-326.550400
TKSPY,2019-Oct-32 17:59:48.675000,-522.664400
TKSPY,2019-Oct-32 18:00:50.627000,-1660.676400
TKSPY,2019-Oct-32 18:02:02.205000,184.833600
TKSPY,2019-Oct-32 18:03:15.492000,-683.592200
TKSPY,2019-Oct-32 18:04:29.726000,-667.710800
TKSPY,2019-Oct-32 18:05:39.687000,-356.924000
TKSPY,2019-Oct-32 18:06:43.662000,-606.198400
TKSPY,2019-Oct-32 18:07:49.264000,-825.309200
TKSPY,2019-Oct-32 18:09:00.435000,-542.288400
TKSPY,2019-Oct-32 18:10:15.101000,-225.118400
TKSPY,2019-Oct-32 18:11:25.792000,444.047600
TKSPY,2019-Oct-32 18:12:37.662000,315.623600
TKSPY,2019-Oct-32 18:13:54.752000,331.722600
TKSPY,2019-Oct-32 18:15:10.204000,655.692400
TKSPY,2019-Oct-32 18:16:23.779000,1224.329200
TKSPY,2019-Oct-32 18:17:38.312000,1866.018600
TKSPY,2019-Oct-32 18:18:43.902000,1403.999000
TKSPY,2019-Oct-32 18:19:45.751000,1090.028400
TKSPY,2019-Oct-32 18:21:10.439000,1222.620400
TKSPY,2019-Oct-32 18:22:33.606000,1422.933200
TKSPY,2019-Oct-32 18:23:47.756000,1021.114000
TKSPY,2019-Oct-32 18:25:01.578000,853.144400
TKSPY,2019-Oct-32 18:26:25.609000,853.160400
TKSPY,2019-Oct-32 18:27:30.142000,632.857200
TKSPY,2019-Oct-32 18:29:10.432000,904.586200
TKSPY,2019-Oct-32 18:30:22.150000,819.541600
TKSPY,2019-Oct-32 18:31:25.801000,83.097800
TKSPY,2019-Oct-32 18:32:28.870000,411.306800
TKSPY,2019-Oct-32 18:33:42.525000,99.676000
TKSPY,2019-Oct-32 18:34:48.950000,-496.531200
TKSPY,2019-Oct-32 18:36:00.884000,38.789600
TKSPY,2019-Oct-32 18:37:21.342000,-177.149200
TKSPY,2019-Oct-32 18:38:40.275000,385.214400
TKSPY,2019-Oct-32 18:39:50.246000,-1094.352400
TKSPY,2019-Oct-32 18:41:00.721000,-485.720000
TKSPY,2019-Oct-32 18:42:02.930000,-18.421200
TKSPY,2019-Oct-32 18:43:17.678000,-261.507800
TKSPY,2019-Oct-32 18:44:28.332000,932.259200
TKSPY,2019-Oct-32 18:45:36.873000,856.198400
TKSPY,2019-Oct-32 18:46:53.898000,1199.709200
TKSPY,2019-Oct-32 18:47:54.269000,1200.582800
TKSPY,2019-Oct-32 18:49:04.324000,1065.594200
TKSPY,2019-Oct-32 18:50:04.439000,1432.434800
TKSPY,2019-Oct-32 18:51:17.726000,2478.403200
TKSPY,2019-Oct-32 18:52:23.428000,3393.324200
TKSPY,2019-Oct-32 18:53:37.982000,2884.300200
TKSPY,2019-Oct-32 18:54:52.889000,2824.260000
TKSPY,2019-Oct-32 18:55:58.278000,3675.347000
TKSPY,2019-Oct-32 18:57:12.823000,3337.564800
TKSPY,2019-Oct-32 18:58:16.603000,3457.397600
TKSPY,2019-Oct-32 18:59:30.102000,3137.029600
TKSPY,2019-Oct-32 19:00:55.565000,3578.687200
TKSPY,2019-Oct-32 19:02:08.716000,3498.139600
TKSPY,2019-Oct-32 19:03:13.778000,3579.464800
TKSPY,2019-Oct-32 19:04:18.319000,3862.788400
TKSPY,2019-Oct-32 19:05:32.603000,3883.156600
