StrategyName,TradeTime,Symbol,Quantity,Price,ExecutionCost,LiquidityAction,LiquidityCode,RawLiquidity,Account,Trader,MarketCenter,OrderID,ExecID,TransactionType
TKSPY,2019-Oct-30 13:38:03.660000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587648,,FILL
TKSPY,2019-Oct-30 13:38:04.660000,SPY,1,302.750000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587649,,FILL
TKSPY,2019-Oct-30 13:38:05.364000,SPY,1,302.750000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587650,,FILL
TKSPY,2019-Oct-30 13:38:05.446000,SPY,1,302.750000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587651,,FILL
TKSPY,2019-Oct-30 13:38:05.447000,SPY,1,302.750000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587652,,FILL
TKSPY,2019-Oct-30 13:38:05.448000,SPY,1,302.750000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587653,,FILL
TKSPY,2019-Oct-30 13:38:09.598000,SPY,1,302.750000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587654,,FILL
TKSPY,2019-Oct-30 13:38:09.991000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587655,,FILL
TKSPY,2019-Oct-30 13:38:09.991000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587656,,FILL
TKSPY,2019-Oct-30 13:38:13.582000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587657,,FILL
TKSPY,2019-Oct-30 13:38:13.782000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587658,,FILL
TKSPY,2019-Oct-30 13:38:18.187000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587659,,FILL
TKSPY,2019-Oct-30 13:38:19.630000,SPY,1,302.780000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587662,,FILL
TKSPY,2019-Oct-30 13:38:25.858000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587663,,FILL
TKSPY,2019-Oct-30 13:38:25.858000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587664,,FILL
TKSPY,2019-Oct-30 13:38:26.711000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587665,,FILL
TKSPY,2019-Oct-30 13:38:30.741000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587667,,FILL
TKSPY,2019-Oct-30 13:38:30.752000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587668,,FILL
TKSPY,2019-Oct-30 13:38:34.775000,SPY,1,302.780000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587669,,FILL
TKSPY,2019-Oct-30 13:38:35.535000,SPY,1,302.770000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587670,,FILL
TKSPY,2019-Oct-30 13:38:36.958000,SPY,1,302.780000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587672,,FILL
TKSPY,2019-Oct-30 13:38:41.567000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587675,,FILL
TKSPY,2019-Oct-30 13:38:41.774000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587677,,FILL
TKSPY,2019-Oct-30 13:38:41.786000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587678,,FILL
TKSPY,2019-Oct-30 13:38:44.310000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587679,,FILL
TKSPY,2019-Oct-30 13:38:44.311000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587680,,FILL
TKSPY,2019-Oct-30 13:38:50.244000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587683,,FILL
TKSPY,2019-Oct-30 13:38:52.132000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587684,,FILL
TKSPY,2019-Oct-30 13:38:52.180000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587685,,FILL
TKSPY,2019-Oct-30 13:38:53.159000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587686,,FILL
TKSPY,2019-Oct-30 13:38:53.807000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587687,,FILL
TKSPY,2019-Oct-30 13:39:00.210000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587688,,FILL
TKSPY,2019-Oct-30 13:39:03.744000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587689,,FILL
TKSPY,2019-Oct-30 13:39:03.776000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587690,,FILL
TKSPY,2019-Oct-30 13:39:03.778000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587691,,FILL
TKSPY,2019-Oct-30 13:39:03.779000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587692,,FILL
TKSPY,2019-Oct-30 13:39:04.136000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587693,,FILL
TKSPY,2019-Oct-30 13:39:04.136000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587694,,FILL
TKSPY,2019-Oct-30 13:39:05.314000,SPY,1,302.700000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587695,,FILL
TKSPY,2019-Oct-30 13:39:08.279000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587696,,FILL
TKSPY,2019-Oct-30 13:39:09.777000,SPY,1,302.710000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587697,,FILL
TKSPY,2019-Oct-30 13:39:12.199000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587699,,FILL
TKSPY,2019-Oct-30 13:39:12.199000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587700,,FILL
TKSPY,2019-Oct-30 13:39:12.241000,SPY,1,302.670000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587701,,FILL
TKSPY,2019-Oct-30 13:39:12.314000,SPY,1,302.670000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587702,,FILL
TKSPY,2019-Oct-30 13:39:12.395000,SPY,1,302.670000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587703,,FILL
TKSPY,2019-Oct-30 13:39:14.577000,SPY,1,302.700000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587704,,FILL
TKSPY,2019-Oct-30 13:39:21.907000,SPY,1,302.700000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587705,,FILL
TKSPY,2019-Oct-30 13:39:23.574000,SPY,1,302.700000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587706,,FILL
TKSPY,2019-Oct-30 13:39:31.415000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587707,,FILL
TKSPY,2019-Oct-30 13:39:43.165000,SPY,1,302.750000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587709,,FILL
TKSPY,2019-Oct-30 13:39:43.165000,SPY,1,302.750000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587710,,FILL
TKSPY,2019-Oct-30 13:39:49.939000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587711,,FILL
TKSPY,2019-Oct-30 13:39:49.940000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587712,,FILL
TKSPY,2019-Oct-30 13:39:49.952000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587713,,FILL
TKSPY,2019-Oct-30 13:39:53.342000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587714,,FILL
TKSPY,2019-Oct-30 13:39:53.353000,SPY,1,302.770000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587715,,FILL
TKSPY,2019-Oct-30 13:39:55.820000,SPY,1,302.770000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587716,,FILL
TKSPY,2019-Oct-30 13:39:59.507000,SPY,1,302.790000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587717,,FILL
TKSPY,2019-Oct-30 13:40:01.371000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587718,,FILL
TKSPY,2019-Oct-30 13:40:01.371000,SPY,1,302.760000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587719,,FILL
TKSPY,2019-Oct-30 13:40:13.717000,SPY,1,302.740000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587720,,FILL
TKSPY,2019-Oct-30 13:40:17.148000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587721,,FILL
TKSPY,2019-Oct-30 13:40:18.802000,SPY,1,302.730000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587722,,FILL
TKSPY,2019-Oct-30 13:40:20.948000,SPY,1,302.720000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587723,,FILL
TKSPY,2019-Oct-30 13:40:22.115000,SPY,1,302.700000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587724,,FILL
TKSPY,2019-Oct-30 13:40:22.133000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587725,,FILL
TKSPY,2019-Oct-30 13:40:22.134000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587726,,FILL
TKSPY,2019-Oct-30 13:40:23.236000,SPY,1,302.680000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587727,,FILL
TKSPY,2019-Oct-30 13:40:26.587000,SPY,1,302.680000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587728,,FILL
TKSPY,2019-Oct-30 13:40:27.123000,SPY,1,302.680000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587729,,FILL
